pl_name,is_exoplanet,hostname,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 211579683.01,FALSE POSITIVE,EPIC 211579683,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.0102,0.001,-0.001,0.0,,,,,3.6,1.4,-2.7,0.0,0.32,0.12,-0.24,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.738,0.073,-0.044,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m51.48s,125.2144993,+14d15m31.13s,14.2586479,362.707,4.8315,-4.8315,14.307,0.149,-0.149,11.856,0.021,-0.021,13.9824,0.000307,-0.000307,2019-09-05,2019-09,2019-09-05
EPIC 211586387.01,FALSE POSITIVE,EPIC 211586387,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,35.3972,0.0058,-0.0057,0.0,,,,,2.6,0.72,-2.36,0.0,0.23,0.064,-0.211,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.531,0.018,-0.015,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m12.28s,136.8011502,+14d21m19.50s,14.3554169,323.193,3.167,-3.108,14.638,0.183,-0.183,12.043,0.022,-0.022,14.3084,0.000283,-0.000283,2019-09-05,2019-09,2019-09-05
EPIC 211589784.01,FALSE POSITIVE,EPIC 211589784,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.359386,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5723.55,95.8,-110.78,0.0,1.28259,0.055044,-0.057026,0.0,1.02,0.13556,-0.120533,0.0,0.0412,0.0097,-0.0097,0.0,[M/H],4.23049,0.065156,-0.079021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m22.71s,137.0946357,+14d24m02.12s,14.4005896,359.283,4.948,-4.818,12.095,0.092,-0.092,10.446,0.021,-0.021,12.0072,0.005249,-0.005249,2019-02-26,2018-07,2019-02-26
EPIC 211590050.01,FALSE POSITIVE,EPIC 211590050,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,26.0,,,-1.0,0.187,,,-1.0,10.48,0.96,-0.95,0.0,0.93496459,0.08564561,-0.08475347,0.0,,,,,,,,,,,,,,,,,,222.0,,,1.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6414.0,310.0,-280.0,0.0,1.57,0.14,-0.12,0.0,1.29,0.1,-0.09,0.0,0.03,0.13,-0.16,0.0,[Fe/H],4.16,0.07,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m19.29s,135.0803585,+14d24m15.33s,14.4042594,866.259,18.615,-17.862,13.565,0.172,-0.172,11.958,0.02,-0.02,13.3081,0.00021,-0.00021,2022-04-18,2022-01,2022-04-18
EPIC 211600389.01,FALSE POSITIVE,EPIC 211600389,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.630717,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6591.15,46.97,-46.97,0.0,1.57514,,,0.0,1.37,,,0.0,-0.6286,0.0455,-0.0455,0.0,[M/H],4.18015,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m32.63s,133.8859513,+14d32m41.12s,14.5447545,1495.88,86.24,-86.24,14.135,0.172,-0.172,12.885,0.024,-0.024,14.0604,0.006177,-0.006177,2019-02-26,2018-07,2019-02-26
EPIC 211600632.01,FALSE POSITIVE,EPIC 211600632,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.630718,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m32.90s,133.88708,+14d32m51.66s,14.547682,,,,,,,14.142,0.076,-0.076,19.2896,0.008025,-0.008025,2019-02-26,2018-07,2019-02-26
EPIC 211604981.01,FALSE POSITIVE,EPIC 211604981,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,12.427163,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6435.2,86.07,-118.98,0.0,2.39747,0.334941,-0.249039,0.0,1.3,0.251415,-0.14096,0.0,-0.2312,0.0131,-0.0131,0.0,[M/H],3.7925,0.142354,-0.116091,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h13m18.92s,138.3288505,+14d36m24.78s,14.6068847,1133.61,143.66,-115.65,12.759,0.069,-0.069,11.531,0.018,-0.018,12.6528,0.000193,-0.000193,2019-02-26,2018-07,2019-02-26
EPIC 211606790.01,FALSE POSITIVE,EPIC 211606790,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,37.24703,0.00054,-0.00054,0.0,,,,,35.0,9.0,-11.8,0.0,3.1,0.8,-1.05,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.696,0.079,-0.06,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m34.66s,137.1444253,+14d37m50.82s,14.6307827,431.458,9.048,-8.69,12.175,0.103,-0.103,10.398,0.025,-0.025,12.0575,0.00017,-0.00017,2019-09-05,2019-09,2019-09-05
EPIC 211607670.01,FALSE POSITIVE,EPIC 211607670,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.348851,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6311.4,97.65,-108.88,0.0,1.38773,0.08574,-0.071788,0.0,1.24,0.193453,-0.158349,0.0,-0.2147,0.029,-0.029,0.0,[M/H],4.24688,0.072399,-0.096597,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m06.82s,134.0284308,+14d38m34.53s,14.6429247,657.88,25.625,-23.806,12.804,0.114,-0.114,11.481,0.021,-0.021,12.7802,0.000352,-0.000352,2019-02-26,2018-07,2019-02-26
EPIC 211607804.01,FALSE POSITIVE,EPIC 211607804,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.490219,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7175.46,151.01,-128.76,0.0,1.72824,0.084647,-0.120498,0.0,1.6,0.344566,-0.194356,0.0,-0.397,0.027,-0.027,0.0,[M/H],4.16698,0.107564,-0.078304,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m35.84s,137.3993323,+14d38m41.14s,14.6447599,1212.71,53.94,-49.62,13.127,0.114,-0.114,12.335,0.022,-0.022,13.0426,0.003358,-0.003358,2019-02-26,2018-07,2019-02-26
EPIC 211611139.01,FALSE POSITIVE,EPIC 211611139,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.882213,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6590.0,380.0,-380.0,0.0,1.568,0.14,-0.14,0.0,,,,,,,,,,4.178,0.081,-0.081,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m32.39s,134.1349445,+14d41m24.16s,14.6900442,594.041,18.356,-17.306,12.607,0.16,-0.16,11.163,0.026,-0.026,12.5013,0.000237,-0.000237,2019-02-26,2018-07,2019-02-26
EPIC 211613886.01,FALSE POSITIVE,EPIC 211613886,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.9587591,9.2e-06,-8.7e-06,0.0,,,,,39.0,11.0,-14.0,0.0,3.5,0.98,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.171,0.087,-0.046,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m47.90s,135.6995684,+14d43m40.55s,14.7279308,352.388,7.68,-7.366,12.985,0.08,-0.08,10.825,0.018,-0.018,12.7021,0.000555,-0.000555,2019-09-05,2019-09,2019-09-05
EPIC 211616939.01,FALSE POSITIVE,EPIC 211616939,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.8554,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,4990.0,140.0,-140.0,0.0,10.091,0.531,-0.531,0.0,,,,,,,,,,2.964,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m55.02s,133.2292432,+14d46m17.48s,14.7715214,1523.8,84.43,-76.21,12.19,0.036,-0.036,9.497,0.022,-0.022,11.7932,0.000279,-0.000279,2019-02-26,2018-07,2019-02-26
EPIC 211619120.01,FALSE POSITIVE,EPIC 211619120,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.100314,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4928.18,23.52,-23.52,0.0,3.70395,,,0.0,,,,,-0.3181,0.0224,-0.0224,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m40.23s,130.4176439,+14d48m05.45s,14.8015143,1179.64,42.705,-42.705,13.382,0.137,-0.137,10.794,0.018,-0.018,13.1224,0.002936,-0.002936,2019-02-26,2018-07,2019-02-26
EPIC 211619805.01,FALSE POSITIVE,EPIC 211619805,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.855827,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,4720.0,140.0,-140.0,0.0,0.664,0.01,-0.01,0.0,,,,,,,,,,4.627,0.021,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m57.20s,133.2383188,+14d48m42.45s,14.8117921,151.301,0.755,-0.747,13.216,0.149,-0.149,10.385,0.022,-0.022,12.9575,0.000308,-0.000308,2019-02-26,2018-07,2019-02-26
EPIC 211619879.01,FALSE POSITIVE,EPIC 211619879,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,15.7512,0.0012,-0.0012,0.0,,,,,1.38,0.22,-0.22,0.0,0.123,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.582,0.087,-0.071,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m15.61s,129.0650281,+14d48m45.62s,14.8126725,,,,13.615,0.103,-0.103,10.772,0.018,-0.018,14.1175,0.001489,-0.001489,2019-09-05,2019-09,2019-09-05
EPIC 211620138.01,FALSE POSITIVE,EPIC 211620138,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.855421,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,11500.0,1960.0,-1960.0,0.0,2.734,0.224,-0.224,0.0,,,,,,,,,,4.055,0.141,-0.141,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m55.69s,133.2320539,+14d48m59.22s,14.8164505,478.281,13.105,-12.436,9.137,0.004,-0.004,8.847,0.019,-0.019,9.057,0.000363,-0.000363,2019-02-26,2018-07,2019-02-26
EPIC 211621644.01,FALSE POSITIVE,EPIC 211621644,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.921358,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5255.22,172.17,-172.17,0.0,1.30486,,,0.0,0.9,,,0.0,0.08,0.16,-0.16,0.0,[M/H],4.16118,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m15.30s,131.0637706,+14d50m14.14s,14.8372602,1437.76,106.82,-106.82,15.625,0.206,-0.206,13.73,0.04,-0.04,15.4489,0.005678,-0.005678,2019-02-26,2018-07,2019-02-26
EPIC 211621961.01,FALSE POSITIVE,EPIC 211621961,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.078847,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5162.0,133.0,-133.0,0.0,1.9631,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m52.08s,131.7169885,+14d50m31.63s,14.8421191,3503.83,865.56,-656.78,16.8105,0.0468,-0.0468,14.551,0.075,-0.075,16.5831,0.004868,-0.004868,2019-02-26,2018-07,2019-02-26
EPIC 211625003.01,FALSE POSITIVE,EPIC 211625003,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.530431,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5666.31,113.9,-165.68,0.0,1.49032,0.078612,-0.102895,0.0,1.01,0.141885,-0.115042,0.0,-0.0824,0.0127,-0.0127,0.0,[M/H],4.09583,0.096651,-0.071142,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m42.95s,134.6789638,+14d53m09.57s,14.8859919,514.007,10.55,-10.14,12.729,0.08,-0.08,10.993,0.018,-0.018,12.5508,0.008651,-0.008651,2019-02-26,2018-07,2019-02-26
EPIC 211626490.01,FALSE POSITIVE,EPIC 211626490,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.747734,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8498.37,111.32,-126.33,0.0,1.65596,0.147852,-0.067876,0.0,2.11,0.37286,-0.218317,0.0,-0.426,0.041,-0.041,0.0,[M/H],4.32425,0.064245,-0.105376,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m47.06s,130.946099,+14d54m26.61s,14.9073919,1405.01,89.62,-79.72,12.716,0.064,-0.064,12.305,0.024,-0.024,12.8036,0.001894,-0.001894,2019-02-26,2018-07,2019-02-26
EPIC 211630537.01,FALSE POSITIVE,EPIC 211630537,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.69719,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5535.52,127.98,-127.98,0.0,1.45971,,,0.0,0.97,,,0.0,0.099,0.119,-0.119,0.0,[M/H],4.0963,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.13s,133.838029,+14d57m52.36s,14.9645433,974.491,40.1905,-40.1905,14.258,0.137,-0.137,12.379,0.022,-0.022,14.1809,0.001633,-0.001633,2019-02-26,2018-07,2019-02-26
EPIC 211631538.01,FALSE POSITIVE,EPIC 211631538,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.513327,,,0.0,,,,,3.9,,,0.0,0.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5020.0,110.0,-110.0,0.0,0.77,0.014,-0.014,0.0,,,,,,,,,,4.562,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h49m22.19s,132.3424454,+14d58m42.10s,14.9783604,411.227,7.111,-6.876,14.499,0.149,-0.149,12.173,0.021,-0.021,14.2198,0.000227,-0.000227,2019-02-26,2018-07,2019-02-26
EPIC 211631904.01,FALSE POSITIVE,EPIC 211631904,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.884004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5119.55,33.42,-33.42,0.0,0.742353,,,0.0,0.86,,,0.0,-0.238,0.031,-0.031,0.0,[M/H],4.63135,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m42.08s,130.1753375,+14d59m02.14s,14.9839274,363.727,5.28,-5.28,14.133,0.172,-0.172,11.713,0.018,-0.018,13.7903,0.003861,-0.003861,2019-02-26,2018-07,2019-02-26
EPIC 211638401.01,FALSE POSITIVE,EPIC 211638401,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.53027,,,0.0,,,,,1.4,,,0.0,0.12,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3880.0,70.0,-70.0,0.0,0.558,0.006,-0.006,0.0,,,,,,,,,,4.706,0.011,-0.011,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m53.34s,136.7222365,+15d04m31.53s,15.0754252,137.778,0.814,-0.804,15.144,0.137,-0.137,10.979,0.022,-0.022,14.2877,0.00036,-0.00036,2019-02-26,2018-07,2019-02-26
